age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,income_qcut,income_level,spending_qcut,spending_score_level,purchase_frequency_qcut,purchase_frequency_level,membership_years_qcut,membership_years_level,last_purchase_amount_qcut,last_purchase_amount_qcut_level,score_final,score_final_qcut,score_final_qcut_level
19,Other,98053,90.0,5.0,35.0,Groceries,515.99,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
56,Male,31154,40.0,4.0,25.0,Electronics,197.54,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,8,"(5.999, 11.0]",bronze
24,Female,147572,54.931650893796004,7.0,45.0,Electronics,204.27,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,14,"(13.0, 20.0]",ouro
66,Male,144573,41.0,7.0,24.0,Groceries,66.6,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
41,Female,88312,22.0,6.0,31.0,Groceries,212.53,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
29,Female,96066,45.0,7.0,24.0,Sports,479.36,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
19,Female,41542,54.931650893796004,1.0,22.0,Groceries,132.88,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,7,"(5.999, 11.0]",bronze
42,Other,66495,79.0,9.0,31.0,Unknown,537.66,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(492.32, 736.37]",3,16,"(13.0, 20.0]",ouro
62,Other,52480,22.0,3.0,14.0,Electronics,821.42,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,8,"(5.999, 11.0]",bronze
64,Other,148368,19.0,4.0,23.0,Groceries,949.32,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
64,Female,124599,41.0,9.0,41.0,Groceries,924.18,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(736.37, 998.98]",4,18,"(13.0, 20.0]",ouro
44,Female,98053,54.931650893796004,6.0,27.0,Groceries,640.96,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
31,Female,125501,74.0,5.46,18.0,Electronics,947.76,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
25,Other,98053,6.0,4.0,30.0,Electronics,923.64,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
47,Female,108356,84.0,6.0,19.0,Home & Garden,911.0,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
28,Unknown,134414,19.0,5.0,15.0,Home & Garden,922.01,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
44,Male,83880,31.0,6.0,32.0,Electronics,464.42,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
54,Other,48896,28.0,9.0,25.0,Sports,492.3200423280423,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
28,Other,98053,57.0,8.0,35.0,Sports,17.97,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
54,Female,134743,98.0,9.0,42.0,Sports,894.21,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(736.37, 998.98]",4,20,"(13.0, 20.0]",ouro
47,Unknown,91491,52.0,5.0,10.0,Home & Garden,21.43,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,8,"(5.999, 11.0]",bronze
43,Male,89688,27.0,10.0,30.0,Electronics,223.64,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
25,Other,105185,70.0,2.0,37.0,Groceries,556.23,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
49,Other,129014,25.0,7.0,21.0,Groceries,271.52,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
66,Other,112847,98.0,9.0,44.0,Home & Garden,827.44,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(736.37, 998.98]",4,19,"(13.0, 20.0]",ouro
27,Other,139589,69.0,5.46,22.0,Clothing,150.58,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
46,Other,38785,55.0,9.0,22.0,Clothing,486.25,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
26,Male,134203,19.0,3.0,28.0,Sports,935.64,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
37,Other,86856,74.0,3.0,10.0,Electronics,624.29,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
68,Male,49725,59.0,2.0,35.0,Groceries,12.36,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
39,Female,56381,82.0,6.0,19.0,Sports,759.6,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
39,Other,117432,96.0,7.0,41.0,Sports,25.44,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,16,"(13.0, 20.0]",ouro
60,Other,45827,18.0,2.0,47.0,Electronics,599.66,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
64,Other,115366,68.0,9.0,28.0,Electronics,934.88,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
57,Female,31451,75.0,3.0,8.0,Elec,611.79,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,9,"(5.999, 11.0]",bronze
63,Male,142287,77.0,10.0,44.0,Clothing,785.29,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(736.37, 998.98]",4,20,"(13.0, 20.0]",ouro
53,Other,84616,68.0,10.0,8.0,Home & Garden,543.31,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
57,Female,114972,42.0,9.0,12.0,Home & Garden,492.3200423280423,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
23,Other,98053,29.0,3.0,41.0,Groceries,484.85,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
44,Female,98053,100.0,9.0,48.0,Sports,21.9,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,16,"(13.0, 20.0]",ouro
28,Female,49020,75.0,9.0,49.0,Unknown,109.03,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
44,Male,47458,14.0,2.0,10.0,Groceries,874.32,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,8,"(5.999, 11.0]",bronze
44,Female,104033,6.0,5.0,15.0,Clothing,192.31,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,8,"(5.999, 11.0]",bronze
47,Other,84117,74.0,9.0,17.0,Home & Garden,886.08,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
60,Other,107232,68.0,5.46,48.0,Clothing,730.8,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
22,Other,128623,88.0,5.0,20.0,Clothing,492.3200423280423,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
39,Female,39931,43.0,5.46,28.0,Groceries,261.36,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
53,Other,94392,38.0,5.0,11.0,Unknown,997.24,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
63,Male,48225,24.0,6.0,14.0,Clothing,764.05,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(736.37, 998.98]",4,10,"(5.999, 11.0]",bronze
47,Other,95656,63.0,2.0,30.0,Electronics,634.19,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
53,Female,61826,96.0,1.0,14.0,Clothing,577.0,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
61,Other,47689,46.0,4.0,42.0,Home & Garden,802.44,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
34,Male,68250,9.0,10.0,26.0,Clothing,835.06,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
33,Male,1131870,27.0,9.0,46.0,Electronics,886.3,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
43,Male,77006,27.0,3.0,36.0,Electronics,223.98,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,8,"(5.999, 11.0]",bronze
51,Male,124670,66.0,2.0,43.0,Clothing,184.8,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
31,Male,119460,69.0,2.0,22.0,Clothing,486.21,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
56,Male,117922,69.0,2.0,41.0,Home & Garden,98.83,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
38,Male,84577,70.0,7.0,27.0,Sports,631.28,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
43,Male,64136,61.0,1.0,19.0,Electronics,680.92,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
45,Female,57845,32.0,6.0,41.0,Clothing,934.34,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
44,Other,38250,63.0,5.0,22.0,Home & Garden,723.93,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
47,Other,89077,43.0,1.0,35.0,Clothing,547.85,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
18,Other,135713,79.0,7.0,18.0,Unknown,871.12,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
56,Other,129611,23.0,3.0,48.0,Sports,98.85,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
40,Male,97995,47.0,4.0,9.0,Sports,101.35,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
39,Male,132488,40.0,5.0,37.0,Sports,82.16,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
59,Male,36383,5.0,6.0,31.0,Groceries,82.77,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
55,Other,98053,38.0,2.0,23.0,Groceries,652.26,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
52,Female,106147,2.0,6.0,19.0,Groceries,412.65,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
50,Other,130668,39.0,5.0,25.0,Home & Garden,69.81,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
59,Female,57745,33.0,7.0,42.0,Electronics,492.87,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
50,Female,78296,93.0,9.0,47.0,Electronics,559.16,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(492.32, 736.37]",3,17,"(13.0, 20.0]",ouro
32,Male,39407,50.0,6.0,13.0,Sports,844.22,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(736.37, 998.98]",4,11,"(5.999, 11.0]",bronze
48,Male,39407,82.0,5.0,27.0,Sports,463.07,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
26,Other,135530,81.0,2.0,12.0,Home & Garden,126.35,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
54,Female,76995,14.0,3.0,46.0,Electronics,685.09,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
64,Female,96182,44.0,4.0,8.0,Groceries,509.31,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
50,Male,100320,45.0,7.0,29.0,Sports,139.39,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
53,Male,138922,45.0,5.0,26.51413612565445,Electronics,154.06,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
30,Male,98053,38.0,8.0,30.0,Sports,684.43,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
69,Other,35218,47.0,4.0,33.0,Electronics,315.49,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
44,Male,141748,55.0,2.0,50.0,Groceries,897.57,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
68,Female,62971,27.0,5.46,17.0,Electronics,85.45,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,8,"(5.999, 11.0]",bronze
20,Female,57260,47.0,2.0,49.0,Electronics,506.7,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
18,Other,923630,84.0,1.0,10.0,Electronics,539.74,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
23,Other,84664,45.0,5.0,12.0,Electronics,592.72,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
61,Other,47790,67.0,9.0,5.0,Home & Garden,714.29,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
34,Male,31668,43.0,5.46,40.0,Clothing,117.01,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
43,Female,78858,4.0,3.0,38.0,Sports,261.19,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
46,Other,126553,16.0,2.0,22.0,Home & Garden,85.56,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
55,Unknown,80006,44.0,2.0,49.0,Clothing,727.51,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
30,Male,119162,15.0,9.0,26.51413612565445,Home & Garden,492.3200423280423,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
41,Other,71410,69.0,1.0,32.0,Unknown,456.67,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
59,Other,49020,100.0,2.0,42.0,Unknown,588.18,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
50,Male,36022,11.0,6.0,49.0,Clothing,801.59,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
41,Female,64634,55.0,9.0,44.0,Groceries,488.07,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(232.75, 492.32]",2,15,"(13.0, 20.0]",ouro
68,Unknown,76921,79.0,1.0,23.0,Groceries,122.02,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
28,Male,98053,60.0,4.0,42.0,Groceries,68.31,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
30,Male,90651,88.0,9.0,37.0,Groceries,555.41,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(492.32, 736.37]",3,16,"(13.0, 20.0]",ouro
38,Unknown,50518,70.0,1.0,38.0,Sports,492.3200423280423,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
21,Other,126598,14.0,3.0,1.0,Sports,505.98,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
58,Other,99475,27.0,9.0,9.0,Groceries,249.39,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
60,Male,145308,83.0,3.0,31.0,Groceries,53.26,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
40,Other,107488,96.0,7.0,16.0,Groceries,843.6,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
58,Male,60768,88.0,2.0,38.0,Groceries,67.52,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
42,Other,115381,70.0,7.0,33.0,Home & Garden,592.52,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
28,Female,111697,92.0,9.0,50.0,Sports,205.58,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,16,"(13.0, 20.0]",ouro
48,Other,30374,28.0,7.0,34.0,Groceries,463.78,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
31,Other,35406,45.0,10.0,9.0,Electronics,637.02,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
69,Female,71688,69.0,4.0,25.0,Unknown,532.23,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
32,Male,48445,91.0,8.0,27.0,Home & Garden,265.17,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
41,Male,136928,42.0,5.0,33.0,Home & Garden,239.72,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
62,Female,114587,14.0,7.0,11.0,Electronics,26.72,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
